ID2	Xt	Yt	Zonas_multispat_kd_t	Zonas_multispati_koc_t	Patron	patterns2
10548	346851.302	6422407.963	S	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
1398	346851.302	6184907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4104	546851.302	6267407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13471	334351.302	6484907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17143	346851.302	6554907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12523	519351.302	6464907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12203	296851.302	6459907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5349	571851.302	6299907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15434	349351.302	6522407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2095	401851.302	6209907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18010	409351.302	6569907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
926	364351.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16703	301851.302	6547407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6394	321851.302	6327407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4156	424351.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7356	596851.302	6347407.963	E	E	No significativa	NA
1295	391851.302	6179907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3866	386851.302	6262407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17107	256851.302	6554907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5490	399351.302	6304907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
15315	376851.302	6519907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12604	404351.302	6467407.963	E	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3431	386851.302	6249907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1093	336851.302	6172407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2218	519351.302	6212407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12356	394351.302	6462407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14853	529351.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3476	524351.302	6249907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15747	559351.302	6527407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4767	321851.302	6287407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15611	519351.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4035	349351.302	6267407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6117	434351.302	6319907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13070	294351.302	6477407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18311	474351.302	6574907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11415	571851.302	6439907.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
6916	331851.302	6339907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19722	444351.302	6604907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
259	356851.302	6137407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4718	441851.302	6284907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13170	564351.302	6477407.963	E	E	No significativa	NA
17309	414351.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7313	484351.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21733	519351.302	6659907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
12151	464351.302	6457407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4629	456851.302	6282407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16157	306851.302	6537407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19921	419351.302	6609907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
22964	436851.302	6702407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
17298	386851.302	6557407.963	SA	NO	Alto Kd y baja vida media	"High income - Low access gain"
22046	496851.302	6669907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
16322	389351.302	6539907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
3453	444351.302	6249907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
649	434351.302	6152407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10817	439351.302	6427407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
847	321851.302	6162407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11736	551851.302	6447407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9173	364351.302	6389907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2104	424351.302	6209907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
20617	286851.302	6629907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22097	429351.302	6672407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
15497	546851.302	6522407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19758	269351.302	6607407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22453	386851.302	6684907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
16367	504351.302	6539907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10304	551851.302	6414907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1838	336851.302	6202407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17283	344351.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5266	346851.302	6299907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14240	314351.302	6499907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5092	416851.302	6294907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
396	404351.302	6142407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9219	479351.302	6389907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14290	441851.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9586	339351.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18885	259351.302	6587407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19023	314351.302	6589907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8468	524351.302	6372407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22813	399351.302	6697407.963	SA	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11796	416851.302	6449907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14638	309351.302	6507407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18524	309351.302	6579907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22702	481851.302	6692407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
20125	421851.302	6614907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
8360	541851.302	6369907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9587	341851.302	6399907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6419	384351.302	6327407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
14629	286851.302	6507407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6003	404351.302	6317407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
15093	464351.302	6514907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15379	561851.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20765	449351.302	6632407.963	E	E	No significativa	NA
709	431851.302	6154907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19644	591851.302	6602407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
17784	536851.302	6564907.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
3380	486851.302	6247407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11588	439351.302	6444907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
324	369351.302	6139907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3134	514351.302	6239907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20183	326851.302	6617407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15828	479351.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1986	326851.302	6207407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18715	451851.302	6582407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18179	496851.302	6572407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16134	249351.302	6537407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21835	364351.302	6664907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5320	484351.302	6299907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8048	611851.302	6362407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
4990	406851.302	6292407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
1726	429351.302	6197407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
3767	359351.302	6259907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23182	416851.302	6712407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
7580	579351.302	6352407.963	E	E	No significativa	NA
12664	571851.302	6467407.963	SA	E	No significativa	NA
9869	526851.302	6404907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10912	389351.302	6429907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21091	474351.302	6642407.963	SA	E	Alto Kd y baja vida media	"High income - Low access gain"
5577	356851.302	6307407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5447	564351.302	6302407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21634	484351.302	6657407.963	SA	SA	No significativa	NA
19621	451851.302	6602407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
609	331851.302	6152407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20633	326851.302	6629907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17770	501851.302	6564907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22064	344351.302	6672407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12005	386851.302	6454907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4157	426851.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22050	506851.302	6669907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
6656	481851.302	6332407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23078	414351.302	6707407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
22954	411851.302	6702407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
9953	459351.302	6407407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5669	341851.302	6309907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14257	356851.302	6499907.963	S	S	No significativa	NA
4792	384351.302	6287407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20159	266851.302	6617407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4450	494351.302	6277407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11938	496851.302	6452407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21862	431851.302	6664907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
13942	564351.302	6492407.963	E	E	No significativa	NA
14507	314351.302	6504907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20642	349351.302	6629907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7805	574351.302	6357407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14543	411851.302	6504907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20046	481851.302	6612407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18596	489351.302	6579907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19732	469351.302	6604907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2912	391851.302	6234907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
739	351851.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19305	449351.302	6594907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2666	424351.302	6227407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
16075	454351.302	6534907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
143	364351.302	6132407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11867	311851.302	6452407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
10845	514351.302	6427407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17271	311851.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21472	314351.302	6654907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
20956	329351.302	6639907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20899	381851.302	6637407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
13637	441851.302	6487407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22882	401851.302	6699907.963	SA	NO	Alto Kd y Alta vida media	"High income - High access gain"
19126	279351.302	6592407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4608	401851.302	6282407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
14209	236851.302	6499907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9362	579351.302	6392407.963	SA	SA	No significativa	NA
14910	331851.302	6512407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
15156	271851.302	6517407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3235	334351.302	6244907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12068	551851.302	6454907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8958	359351.302	6384907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8325	446851.302	6369907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19175	404351.302	6592407.963	E	S	No significativa	NA
7166	404351.302	6344907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15749	564351.302	6527407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
368	334351.302	6142407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23367	344351.302	6724907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1579	354351.302	6192407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13952	251851.302	6494907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12253	424351.302	6459907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16762	456851.302	6547407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19153	349351.302	6592407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6970	479351.302	6339907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16313	354351.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7402	414351.302	6349907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20726	346851.302	6632407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3582	341851.302	6254907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15556	354351.302	6524907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11533	299351.302	6444907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10931	436851.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2306	331851.302	6217407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16399	586851.302	6539907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6660	491851.302	6332407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8771	424351.302	6379907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17485	506851.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20300	381851.302	6619907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
7676	526851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8116	491851.302	6364907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8060	344351.302	6364907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8727	604351.302	6377407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
21742	329351.302	6662407.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
14701	479351.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13125	441851.302	6477407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9786	586851.302	6402407.963	SA	SA	No significativa	NA
7476	314351.302	6352407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10435	339351.302	6419907.963	S	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
10868	571851.302	6427407.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
5609	436851.302	6307407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16193	401851.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17058	494351.302	6552407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19966	279351.302	6612407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
38	404351.302	6127407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6894	569351.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13262	476851.302	6479907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19996	356851.302	6612407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2665	421851.302	6227407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
19258	326851.302	6594907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4556	526851.302	6279907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1748	496851.302	6197407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19442	601851.302	6597407.963	E	S	No significativa	NA
17091	576851.302	6552407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13040	554351.302	6474907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18558	394351.302	6579907.963	E	S	No significativa	NA
4162	439351.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19960	264351.302	6612407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13501	416851.302	6484907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15171	311851.302	6517407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1435	449351.302	6184907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
9445	519351.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20510	454351.302	6624907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22065	346851.302	6672407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18426	416851.302	6577407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10004	591851.302	6407407.963	SA	SA	No significativa	NA
891	436851.302	6162407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18741	539351.302	6582407.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
13978	316851.302	6494907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15352	489351.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3347	394351.302	6247407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4003	516851.302	6264907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12235	379351.302	6459907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
12869	436851.302	6472407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9495	376851.302	6397407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4542	481851.302	6279907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10628	556851.302	6422407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16287	284351.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5714	461851.302	6309907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14410	411851.302	6502407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10112	596851.302	6409907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
12524	521851.302	6464907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21784	436851.302	6662407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
11574	404351.302	6444907.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
21218	354351.302	6647407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10878	304351.302	6429907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
17912	511851.302	6567407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20026	431851.302	6612407.963	E	E	No significativa	NA
18859	501851.302	6584907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
856	344351.302	6162407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
864	364351.302	6162407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
5059	334351.302	6294907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11191	524351.302	6434907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5897	389351.302	6314907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3691	389351.302	6257407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14969	489351.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19622	454351.302	6602407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11891	376851.302	6452407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16426	296851.302	6542407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20405	409351.302	6622407.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
19625	461851.302	6602407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
210	384351.302	6134907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19954	589351.302	6609907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
22170	411851.302	6674907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
15618	539351.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23123	396851.302	6709907.963	SA	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9548	519351.302	6397407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20185	331851.302	6617407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3243	356851.302	6244907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21418	406851.302	6652407.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
1157	344351.302	6174907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1454	339351.302	6187407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13555	559351.302	6484907.963	E	E	No significativa	NA
7165	401851.302	6344907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7117	574351.302	6342407.963	E	E	No significativa	NA
19485	369351.302	6599907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
8106	464351.302	6364907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10844	511851.302	6427407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14166	471851.302	6497407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2408	389351.302	6219907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17260	284351.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4924	484351.302	6289907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22801	369351.302	6697407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11224	324351.302	6437407.963	S	NO	No significativa	NA
15973	529351.302	6532407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13341	339351.302	6482407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1254	441851.302	6177407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
18868	576851.302	6584907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
10125	349351.302	6412407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21356	476851.302	6649907.963	SA	SA	No significativa	NA
5555	301851.302	6307407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13712	299351.302	6489907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21214	344351.302	6647407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7820	611851.302	6357407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
14466	554351.302	6502407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18929	371851.302	6587407.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
14524	359351.302	6504907.963	S	S	No significativa	NA
3013	431851.302	6237407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
2424	431851.302	6219907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
20304	391851.302	6619907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
15037	314351.302	6514907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15568	406851.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8274	316851.302	6369907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21833	359351.302	6664907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1735	451851.302	6197407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
14145	419351.302	6497407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10457	394351.302	6419907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
12565	306851.302	6467407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17470	469351.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18944	409351.302	6587407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16293	299351.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21296	324351.302	6649907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
3494	334351.302	6252407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2523	496851.302	6222407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1049	379351.302	6169907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
20461	326851.302	6624907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17357	536851.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6892	561851.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17779	524351.302	6564907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21754	359351.302	6662407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11265	446851.302	6437407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2754	429351.302	6229907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
